SITE,PLATAFORMA,E-BIT,RECLAME AQUI
americarj.store,tray,Não,Não
ramonabrasil.com,tray,Não,Não
abacaxiclub.com.br,tray,Não,Não
martinsousa.com,tray,Não,Não
usebella.com.br,tray,Não,Não
vinhodeporta.com.br,tray,Não,Não
ellisessence.store,tray,Não,Não
usepremium.com.br,tray,Não,Não
lojamiamiau.com.br,tray,Não,Não
sucessoeuevoce.com,tray,Não,Não
dalla.shop,tray,Não,Não
lobobobo.org,shopify,Não,Não
pisculini.pt,shopify,Não,Não
stocksul.com,tray,Não,Não
voareprofessional.com,tray,Não,Não
starketraining.store,shopify,Não,Não
lojamagazines.com.br,shopify,Não,Não
emboutique.pt,shopify,Não,Não
cachacariaibituruna.com.br,tray,Não,Não
apostolosonline.org,nuvemshop,Não,Não
miniladyminilord.com.br,tray,Sim,Não
lavix-store.myshopify.com,shopify,Não,Não
apanela.net,tray,Não,Não
buniteza.com.br,shopify,Não,Não
pontocertoonline.com.br,tray,Não,Não
incaheadshop.com.br,shopify,Não,Não
hashtagpresente.com.br,shopify,Não,Não
closetchicpoa.com.br,shopify,Não,Não
lacrechic.com.br,tray,Não,Não
ervik.com.br,vtex,Não,Não
pequenospensantes.com.br,shopify,Não,Não
farmaciafazbem.com.br,shopify,Não,Não
ricacioni.com.br,shopify,Não,Não
veyrom.com.br,shopify,Não,Não
lojaoriginalcamp.com,shopify,Não,Não
senhormercado.online,tray,Sim,Não
shopdacruz.com,shopify,Não,Não
rosabeccabrasil.com.br,shopify,Não,Não
onomalabel.com,shopify,Não,Não
julietestore.com,shopify,Não,Não
honeybelt.com.br,shopify,Não,Não
supperchique.com,shopify,Não,Não
spaceecommerce.com,shopify,Não,Não
bolasdapraialisboa.com,shopify,Não,Não
scarpazi.com.br,tray,Sim,Não
comprasmi.com,shopify,Não,Não
ladyutilidades.com,shopify,Não,Não
lojastilmen.com,shopify,Não,Não
outletshoesbr.com,shopify,Não,Não
maracatushop.com,,Não,Não
electrikfatbike.com,shopify,Não,Não
eletreecity.com,shopify,Não,Não
airedisc.com,shopify,Não,Não
mimusmagazine.com,shopify,Não,Não
luazan.com,shopify,Não,Não
stilociclismo.com,shopify,Não,Não
lifemaisonline.com,shopify,Não,Não
salaodocha.com,shopify,Não,Não
fulltechcompany.com,shopify,Não,Não
montevari.com,shopify,Não,Não
adorofertas.com,shopify,Não,Não
comprejastore.com,shopify,Não,Não
flavicasa.pt,shopify,Não,Não
tb-total-beats.myshopify.com,shopify,Não,Não
camaraocuritiba.com.br,,Não,Não
viapassus.com.br,shopify,Não,Não
lscosmetics.pt,shopify,Não,Não
maxx-compras.myshopify.com,shopify,Não,Não
sunsetmusicshop.com.br,tray,Não,Não
accorde-store.myshopify.com,shopify,Não,Não
alignmedbrazil.myshopify.com,shopify,Não,Não
lebrave.com.br,tray,Sim,Não
farmaciasaldanha.pt,shopify,Não,Não
atemporalbrand.com.br,tray,Não,Não
rdisports.com.br,shopify,Não,Não
panecaffe.com.br,shopify,Não,Não
uaugeshop.com.br,shopify,Não,Não
promoshopy.com,shopify,Não,Não
pegaleshop.com.br,shopify,Não,Não
ibakana.com.br,shopify,Não,Não
familia-de-trigo.myshopify.com,shopify,Não,Não
smartpit.com.br,shopify,Não,Não
shopinorte.com,shopify,Não,Não
agbrinquedos.com.br,tray,Não,Não
deusfe.com,shopify,Não,Não
megaplena.com,shopify,Não,Não
vanityshop.com.br,shopify,Não,Não
oseuitem.com,shopify,Não,Não
caramellodog.com,shopify,Não,Não
facilita-vidas.com,shopify,Não,Não
lojainovaste.com,shopify,Não,Não
ohmygriffe.com,shopify,Não,Não
idealconsumo.com,shopify,Não,Não
venuetstore.club,shopify,Não,Não
wyzyshop.com,shopify,Não,Não
toquesmodernos.com,shopify,Não,Não
axokko.com,shopify,Não,Não
akynstore.com,shopify,Não,Não
mislowthebrand.com,shopify,Não,Não
sanavittastore.com,shopify,Não,Não
alojadofuturo.com,shopify,Não,Não
storenzi.com,shopify,Não,Não
kikaninchenstore.com,shopify,Não,Não
allclosets-shop.com,shopify,Não,Não
ubersol.com.br,tray,Não,Não
moradapet.com,shopify,Não,Não
trilifeshop.com,shopify,Não,Não
modajordana.com,shopify,Não,Não
innovagoods-portugal.com,shopify,Não,Não
eufeminino.com,shopify,Não,Não
cretova.com,shopify,Não,Não
lojahori.com,shopify,Não,Não
oxilojadopovo.com,shopify,Não,Não
seuestilooutlier.com,,Não,Não
artefelipemachado.com,shopify,Não,Não
magnoliashopi.com,,Não,Não
orkpublish.com,shopify,Não,Não
lojautili.com,shopify,Não,Não
pellisderm.com,shopify,Não,Não
belasvendas.com,shopify,Não,Não
magazinecuidar.com,shopify,Não,Não
digitalreis.com,shopify,Não,Não
watchshopquality.com,shopify,Não,Não
passos520.com,,Não,Não
redemaisofertas.com,shopify,Não,Não
theurodecor.com,shopify,Não,Não
dudebs.com,shopify,Não,Não
lojameuplanetacriativo.com,shopify,Não,Não
hairglowshop.com,shopify,Não,Não
bshopgirls.com,shopify,Não,Não
ofertas-tigrebranco.com,shopify,Não,Não
gantwi.com.br,tray,Não,Não
boutiqueluxuria.pt,shopify,Não,Não
delicatto.online,shopify,Não,Não
ecosinal.pt,shopify,Não,Não
luxocozinha.com,shopify,Não,Não
shopcia.net,shopify,Não,Não
milano18k.com,shopify,Não,Não
lojaoutdoor.com.br,shopify,Não,Não
lojaeau.com.br,tray,Não,Não
loja-mulheres-brasil.myshopify.com,shopify,Não,Não
foreversandevers.pt,shopify,Não,Não
loja-mania-look-store.myshopify.com,shopify,Não,Não
mega-10-shop.myshopify.com,shopify,Não,Não
donna-fatale.myshopify.com,shopify,Não,Não
honeyplaybox.com.br,shopify,Não,Não
econominet.com.br,tray,Não,Não
centre-de-l-ame.myshopify.com,shopify,Não,Não
milkltda.myshopify.com,shopify,Não,Não
thunderkey.myshopify.com,shopify,Não,Não
rftools.pt,,Não,Não
raizviva.com.br,tray,Não,Não
kero-kerostore.myshopify.com,shopify,Não,Não
lavitan5g.com.br,shopify,Não,Não
kangurumostarda.com,shopify,Não,Não
derela.com.br,shopify,Não,Não
scriptpress.myshopify.com,shopify,Não,Não
innerbeauty.com.br,shopify,Não,Não
decorumbrasil.com.br,shopify,Não,Não
auesienna.com.br,vtex,Não,Não
celtashop.myshopify.com,shopify,Não,Não
petrohost.ao,shopify,Não,Não
saibamaissiteoficial.myshopify.com,shopify,Não,Não
azdentbrasil.com.br,shopify,Não,Não
vintageandcoolshop.com.br,shopify,Não,Não
decorluxo.com.br,shopify,Não,Não
pinatisnacks.store,shopify,Não,Não
magazinemoderno.com.br,shopify,Não,Não
qihai.pt,shopify,Não,Não
fifinemicrofones.com.br,shopify,Não,Não
meubrinco.com.br,shopify,Não,Não
https-marinhostore-store.myshopify.com,shopify,Não,Não
codelist.com.br,,Não,Não
vidafacilitada.com.br,shopify,Não,Não
gms-acessorios.com.br,shopify,Não,Não
sommelier.com.br,shopify,Não,Não
rdimportados.com.br,shopify,Não,Não
megadesconto.biz,shopify,Não,Não
prolonfast.com.br,shopify,Não,Não
muitotudo.com.br,shopify,Não,Não
dusport.com.br,shopify,Não,Não
pratiofertas.com.br,shopify,Não,Não
boutiquelazuli.com.br,shopify,Não,Não
chaville.com.br,shopify,Não,Não
gklausstore.com.br,shopify,Não,Não
guriah.com.br,shopify,Não,Não
lojamwstore.com.br,shopify,Não,Não
ohbabyohman.com.br,shopify,Não,Não
theesplendor.com.br,,Não,Não
felizstore.com.br,shopify,Não,Não
bocaodoces.com.br,tray,Sim,Não
onquimica.com.br,shopify,Não,Não
varistop.com.br,shopify,Não,Não
gostouestudio.com.br,shopify,Não,Não
lojaidealcenters.com.br,shopify,Não,Não
latay.com.br,tray,Não,Não
carick.com.br,shopify,Não,Não
hollandshop.com.br,shopify,Não,Não
mundocompany.com.br,shopify,Não,Não
absolute91store.com.br,shopify,Não,Não
satinebr.com.br,shopify,Não,Não
motobikers.com.br,shopify,Não,Não
casaglobalstore.com.br,shopify,Não,Não
shopamici.com.br,shopify,Não,Não
petrytec.com.br,shopify,Não,Não
soldenki.com.br,shopify,Não,Não
veuske.com.br,shopify,Não,Não
divinshop.com.br,,Não,Não
kukabrazilianstore.com.br,shopify,Não,Não
magazinevega.com.br,shopify,Não,Não
adoorei.com.br,,Não,Não
infinityacessorio.com.br,shopify,Não,Não
acordstore.com.br,shopify,Não,Não
caixamagika.com.br,shopify,Não,Não
proshaper.com.br,shopify,Não,Não
vopen.com.br,shopify,Não,Não
newstorexpress.com.br,tray,Não,Não
essenciasdafloresta.com.br,shopify,Não,Não
ehinfo.com.br,shopify,Não,Não
guigautilidades.com.br,,Não,Não
gamesir.com.br,shopify,Não,Não
modernhomeco.com.br,shopify,Não,Não
alohaprime.com.br,shopify,Não,Não
elegantjob.com.br,shopify,Não,Não
belonni.com.br,shopify,Não,Não
painelconstru.com.br,vtex,Não,Não
madeon.com.br,shopify,Não,Não
ofertandostore.com.br,shopify,Não,Não
slip4you.ch,shopify,Não,Não
passapano.com.br,shopify,Não,Não
bolhascriativa.com.br,shopify,Não,Não
globoalado.club,shopify,Não,Não
planetacases.com.br,shopify,Não,Não
germanosecommerce.com.br,shopify,Não,Não
moibelle.ch,shopify,Não,Não
nareliofertas.com,shopify,Não,Não
bebefofuxoimportados.com,shopify,Não,Não
lojassol.com,shopify,Não,Não
zargodescontos.com,shopify,Não,Não
cliqueconfort.com.br,shopify,Não,Não
bravesotre.club,shopify,Não,Não
promoferta.co,shopify,Não,Não
outletrequinte.com,shopify,Não,Não
fvstors.com,shopify,Não,Não
selecte-commerce.com,shopify,Não,Não
allforhomecenter.com,shopify,Não,Não
joliboxstore.com,shopify,Não,Não
tmjauthentic.com,shopify,Não,Não
clubfeminino.com,shopify,Não,Não
grupoamecommerce.com,shopify,Não,Não
expressprodutos.com,shopify,Não,Não
daaraseven.com,shopify,Não,Não
souvariedades.com,shopify,Não,Não
lojaconexaoestelar.com,shopify,Não,Não
joiasdoamazonia.com,shopify,Não,Não
variedademix.com,,Não,Não
lojafreittas.com,shopify,Não,Não
vaneide.com,shopify,Não,Não
pgafanhoto.com,shopify,Não,Não
blossom-natura.com,shopify,Não,Não
bizzueletronicos.com,shopify,Não,Não
ofertatrovao.com,shopify,Não,Não
onshopoutlet.com,shopify,Não,Não
nextpresente.com,shopify,Não,Não
edigge.com,shopify,Não,Não
liderdesconto.com,shopify,Não,Não
expressdescontos.com,shopify,Não,Não
voiriberia.com,shopify,Não,Não
mintogeno.com,shopify,Não,Não
astralnovamagazine.com,shopify,Não,Não
bvtvbox.com,shopify,Não,Não
lojasbufui.com,shopify,Não,Não
xn--ldershop-c2a.com,shopify,Não,Não
bllumstore.com,shopify,Não,Não
ofertasdagenia.com,shopify,Não,Não
lojalupita.com,,Não,Não
mundialive.com,shopify,Não,Não
techstorehomebr.com,shopify,Não,Não
compras-mix.com,shopify,Não,Não
utilimega.com,shopify,Não,Não
kzabella.com,shopify,Não,Não
conectestore.com,shopify,Não,Não
colorindoaalma.com,shopify,Não,Não
dpximportados.com,shopify,Não,Não
tendeciasfeminas.com,,Não,Não
lanovitastore.com,shopify,Não,Não
blessedshopping.com.br,shopify,Não,Não
guardadolojas.com,shopify,Não,Não
crescercomyoga.com,shopify,Não,Não
lojadojanio.com,shopify,Não,Não
crokidesigns.com,shopify,Não,Não
boxxbrasil.com,shopify,Não,Não
bafafastore.com,shopify,Não,Não
amandaajaillet.com,shopify,Não,Não
mercattoshop.com,shopify,Não,Não
lojainventalia.com,shopify,Não,Não
brzmagazine.com,shopify,Não,Não
businessshowonline.com,,Não,Não
inovarofuturo.com,shopify,Não,Não
pitayaswimwear.com,shopify,Não,Não
tomeofertas.com,shopify,Não,Não
lojapoupatempo.com,shopify,Não,Não
multicasabrasil.com,shopify,Não,Não
lojaseugarimpo.com,shopify,Não,Não
xogangbrazil.com,shopify,Não,Não
smartescolha.com,shopify,Não,Não
planetdesconts.com,shopify,Não,Não
1e99express.com,shopify,Não,Não
utileversatil.com,shopify,Não,Não
pontodaspromocoes.com,shopify,Não,Não
meucaffezinho.com,shopify,Não,Não
focoil.com,shopify,Não,Não
palmshoppbr.com,shopify,Não,Não
lumanababy.com.br,tray,Não,Não
cashcompras.com,shopify,Não,Não
tlakpak.com,shopify,Não,Não
plataformadetrem.com,shopify,Não,Não
goodshoppinngcom.com,shopify,Não,Não
baratinhoo.com,shopify,Não,Não
blitscompras.com,shopify,Não,Não
girlbeautyboss.com,shopify,Não,Não
magooimports.com,,Não,Não
lojasmaisx.com,shopify,Não,Não
showdescontos.com,shopify,Não,Não
lojagranu.com,shopify,Não,Não
mn-star.com,shopify,Não,Não
tiklins.com,shopify,Não,Não
jackdescontos.com,shopify,Não,Não
lojaducci.com,shopify,Não,Não
mandagastar.com,shopify,Não,Não
perfectbody-br.com,shopify,Não,Não
ofertazones.com,shopify,Não,Não
tik-ofertas.com,shopify,Não,Não
voopsshop.com,shopify,Não,Não
willashome.com,shopify,Não,Não
newlookbypretties.com,shopify,Não,Não
forrashop.com,shopify,Não,Não
omega-oferta.com,shopify,Não,Não
amacasas.com,,Não,Não
shopzerabr.com,shopify,Não,Não
ofertasdolarstore.com,shopify,Não,Não
amicamiastore.com,shopify,Não,Não
ohdescontos.com,shopify,Não,Não
dinodsantiago.com,shopify,Não,Não
londtech.com,,Não,Não
kactoone.com,shopify,Não,Não
semcalcinhaofficial.com,,Não,Não
volpshop.com,shopify,Não,Não
lojabellacody.com,shopify,Não,Não
avantidrop.com,shopify,Não,Não
almejou.com,shopify,Não,Não
mundodosbichinhos.com,shopify,Não,Não
brunmastore.com,shopify,Não,Não
martpallas.com,shopify,Não,Não
fortalcity.com,,Não,Não
bybbom.com,shopify,Não,Não
rathate.com,,Não,Não
ortizshoop.com,shopify,Não,Não
comprouu.com,shopify,Não,Não
novaholandashop.com,shopify,Não,Não
bettergetthat.com,shopify,Não,Não
bellebeautybr.com,shopify,Não,Não
lojashyper.com,shopify,Não,Não
usualmundi.com,,Não,Não
brasilwebshops.com,shopify,Não,Não
novenovestore.com,shopify,Não,Não
motionbrazil.com,shopify,Não,Não
sweetfitjapan.com,shopify,Não,Não
dreipstore.com,,Não,Não
boutique-escolar.com,shopify,Não,Não
inovaka.com,shopify,Não,Não
descontosfacil.com,shopify,Não,Não
upbeautybrasil.com,shopify,Não,Não
helpdescontos.com,shopify,Não,Não
zeiflly.com,shopify,Não,Não
shopcuidados.com,,Não,Não
ofertalar.com,shopify,Não,Não
maximumpromo07.com,,Não,Não
universolunar.com,,Não,Não
vitoreo.com,shopify,Não,Não
tudootech.com,shopify,Não,Não
tecmanias.com,shopify,Não,Não
gatopretto.com,shopify,Não,Não
lafreiheit.com,shopify,Não,Não
amisemijoias.com,shopify,Não,Não
lojaslamperti.com,shopify,Não,Não
higecompany.com,shopify,Não,Não
bresolinstone.com,shopify,Não,Não
femininaessencia.com,shopify,Não,Não
coreofertas.com,shopify,Não,Não
samicce.com,shopify,Não,Não
ofertemagica.com,shopify,Não,Não
oh-la-em-casa.com,shopify,Não,Não
xn--nellzestore-rcb.com,shopify,Não,Não
domnobre.com,shopify,Não,Não
foryoushopbr.com,shopify,Não,Não
rapatudo.net,shopify,Não,Não
caprichojoias.com,shopify,Não,Não
zanicpet.com,shopify,Não,Não
lossantosloja.com,shopify,Não,Não
gfperfumes.com.br,,Não,Não
mm-tech.shop,shopify,Não,Não
lojabigbangs.com,nuvemshop,Não,Não
terpsbrasil.com,,Não,Não
goderearomas.com.br,,Não,Não
glamu.com.br,,Não,Não
montblanc.com.br,vtex,Não,Não
leveros.com.br,vtex,Sim,Não
kairosbordados.com.br,,Não,Não
kempershaus.com.br,,Não,Não
jefpastaexecutiva.com.br,,Não,Não
jalecoecia.com.br,,Não,Não
newskin.com.br,,Não,Não
lojapaulabreder.com.br,,Não,Não
lojaartebrasil.com.br,magento,Não,Não
mcaguasclaras.com.br,,Não,Não
serramedrs.com.br,shopify,Não,Não
freejump.com.br,,Não,Não
santapromessa.com.br,tray,Não,Não
janfersport.com.br,,Sim,Não
premiumshop.com.br,,Não,Não
somdrua.com.br,,Não,Não
redemegamoveis.com.br,tray,Não,Não
e-comprei.com,vtex,Não,Não
lojastorra.com.br,vtex,Não,Não
vegin.com.br,,Não,Não
madeferinox.com.br,,Não,Não
soulfins.com.br,,Sim,Não
mentamotos.com.br,,Não,Não
espacotenis.com.br,vtex,Sim,Não
papelarialiane.com.br,,Não,Não
qvestido.com.br,vtex,Não,Não
cenariovivo.com.br,,Não,Não
dazroupaz.com.br,vtex,Não,Não
acasadoinjetor.com.br,tray,Não,Não
klabinforyou.com.br,vtex,Não,Não
ciadocabide.com.br,,Não,Não
elevesemijoias.com,,Não,Não
lojasdream.com,vtex,Não,Não
cervejabox.com.br,vtex,Sim,Não
linhapitoco.com,tray,Não,Não
positivocasainteligente.com.br,vtex,Não,Não
lojasixtini.com.br,tray,Sim,Não
cellarvinhos.com,vtex,Não,Não
xuxaoadesivos.com.br,mercadoshops,Não,Não
almariaplus.com.br,vtex,Não,Não
lojaeternita.com,,Não,Não
rrlicenciamentos.com,shopify,Não,Não
quentecaliente.com.br,,Não,Não
meconvites.com.br,,Não,Não
minhaitatiaia.com.br,vtex,Não,Não
flamingocasa.com.br,vtex,Não,Não
austral.com.br,vtex,Não,Não
pbartedecora.com.br,,Não,Não
usebiofios.com.br,tray,Não,Não
multifast.com.br,,Não,Não
aseletro.com,,Não,Não
scolados.com,vtex,Não,Não
aimaradecor.com.br,,Não,Não
cocinailko.cl,vtex,Não,Não
uptecshopping.com,,Não,Não
martebrasil.com.br,,Não,Não
saltarecalcados.com.br,vtex,Sim,Não
dogprotein.com.br,,Não,Não
baskets.com.br,,Não,Não
zenbi.yoga,,Não,Não
85tattoosupply.com,,Não,Não
scrsoftwares.com.br,,Não,Não
lojanatuterradrinks.com,,Não,Não
sosracoes.com.br,,Não,Não
holistix.com.br,vtex,Não,Não
smartcadeiras.com.br,,Não,Não
boutiquemorangorosa.com,vtex,Não,Não
chikas.com.br,vtex,Não,Não
desembala.com.br,,Não,Não
sweetgold.store,,Não,Não
auaffetto.com.br,,Não,Não
vaporando.com.br,,Não,Não
domviver.com.br,tray,Não,Não
eckohogar.com,vtex,Não,Não
multifestasnet.com.br,,Não,Não
verata.com.br,tray,Não,Não
mzshoes.com.br,tray,Não,Não
4show.live,,Não,Não
naturais.online,,Não,Não
relogiodahora.com.br,,Não,Não
lojaeuativo.com.br,shopify,Não,Não
graficaproarte.com.br,,Não,Não
carolinamalhas.com.br,tray,Não,Não
endocommerce.com.br,tray,Não,Não
oxquipear.com.br,tray,Não,Não
lojasoncoshop.com.br,,Não,Não
essenciaslily.com.br,,Não,Não
lojaplastitape.com.br,tray,Não,Não
sidebstore.com.br,tray,Não,Não
impressink.com.br,tray,Não,Não
cafenovaalianca.com.br,tray,Não,Não
usetrani.com.br,tray,Não,Não
tudodez.com.br,tray,Não,Não
cafezale.com.br,tray,Não,Não
latina-diagnostico.com.br,tray,Sim,Não
simplist.com.br,tray,Não,Não
ydias.com.br,tray,Não,Não
chinagliacec.com.br,tray,Não,Não
adidie.com.br,tray,Não,Não
camilaboletti.com.br,tray,Não,Não
yahup.com.br,tray,Não,Não
rkboutique.com.br,tray,Não,Não
mgeraiscozinhas.com.br,tray,Sim,Não
garciaveus.com.br,tray,Não,Não
voltmacgeradores.com.br,tray,Não,Não
shoptop.net.br,tray,Não,Não
sevenpet.com.br,tray,Não,Não
lojapresencavip.com.br,tray,Não,Não
naturenet.com.br,tray,Não,Não
123magazine.com.br,tray,Não,Não
luflof.com.br,tray,Não,Não
pescadosdelivery.com.br,,Não,Não
fortismachine.com.br,tray,Não,Não
lojaseduardo.com.br,tray,Sim,Não
firestopshop.com.br,tray,Não,Não
aggilevivenso.com.br,tray,Não,Não
crluz.com.br,tray,Sim,Não
venicepratas.com.br,tray,Não,Não
vivernacolonia.com.br,tray,Sim,Não
senaenxovais.com.br,tray,Não,Não
pneuimports.com.br,tray,Não,Não
sonhogeek.com.br,tray,Não,Não
lojasuportemania.com.br,tray,Não,Não
henybeauty.com.br,tray,Não,Não
tabacarianamaste.com.br,tray,Não,Não
adexloja.com.br,tray,Não,Não
24print.com.br,tray,Sim,Não
usedcx.com.br,tray,Não,Não
joiarajoias.com.br,tray,Não,Não
vanacessorios.com.br,tray,Não,Não
mamibrinquedos.com.br,tray,Sim,Não
geriscosmeticos.com.br,tray,Não,Não
artsmemphis.com.br,tray,Não,Não
lojastriangulo.com.br,tray,Não,Não
soropetbauru.com.br,tray,Não,Não
territoriodasaves.com.br,,Não,Não
agrosensores.com.br,tray,Não,Não
homestok.com.br,tray,Não,Não
silenieliassemijoias.com.br,tray,Não,Não
brascamdistribuidora.com.br,tray,Sim,Não
normasbrepis.com.br,tray,Não,Não
vemquetemtudo.com.br,tray,Não,Não
viverenatural.com.br,tray,Não,Não
guntherformas.com,,Não,Não
dohamu.com.br,tray,Não,Não
elefantecoloridobrinquedos.com.br,tray,Não,Não
gshoponline.com.br,tray,Não,Não
multilojashop.com.br,tray,Sim,Não
myshopbr.com.br,tray,Não,Não
affin.com.br,tray,Não,Não
lojascalcadao.com.br,tray,Não,Não
bandeiranteatacadista.com.br,tray,Não,Não
pastoreatacadao.com.br,tray,Não,Não
atflorence.com.br,tray,Não,Não
babyandhome.com.br,tray,Não,Não
moviautomacao.com.br,tray,Não,Não
docesfrutasdeminas.com.br,tray,Não,Não
dmveste.com.br,tray,Não,Não
domplastic.com.br,tray,Não,Não
srepacking.com.br,tray,Não,Não
esanz.com.br,tray,Não,Não
caminhodaprata.com.br,tray,Sim,Não
educacaoparafilhotes.com.br,tray,Não,Não
asuamaneiracasa.com.br,tray,Não,Não
bestbuybeauty.com.br,,Não,Não
bombaracing.com.br,tray,Não,Não
lojamegamix.com.br,tray,Não,Não
reidoscabos.com.br,tray,Não,Não
proiscaspesca.com.br,tray,Não,Não
dragonking.com.br,tray,Não,Não
orientalgames.com.br,tray,Não,Não
vidacupuntura.com.br,tray,Não,Não
atrativaenxovais.com.br,tray,Não,Não
intkidslojaecursos.com.br,tray,Não,Não
swahfit.com.br,tray,Não,Não
raiperfumaria.com.br,tray,Não,Não
zaridecor.com.br,tray,Sim,Não
thtec.com.br,tray,Não,Não
magiadapedra.com.br,tray,Não,Não
premiumdecor.com.br,tray,Não,Não
lacasadimurano.com.br,tray,Não,Não
ohmyjeans.com.br,tray,Não,Não
compreicalcados.com.br,tray,Não,Não
atacadopackit.com.br,tray,Não,Não
barcelonajoias.com.br,tray,Não,Não
magazinedaestetica.com.br,tray,Sim,Não
todavirtuosa.com.br,tray,Não,Não
lojabrunasantiago.com.br,tray,Não,Não
lojaparaciclistas.com.br,tray,Não,Não
styleemporio.com.br,tray,Não,Não
santominoxidil.com.br,tray,Não,Não
cantorkalebe.com.br,tray,Não,Não
clarahealthcare.com.br,tray,Não,Não
fusionpc.com.br,tray,Não,Não
gbrasilfit.com.br,tray,Sim,Não
lafioreonline.com.br,tray,Não,Não
astrotekferramentas.com.br,tray,Não,Não
arthurcalcados.com.br,tray,Não,Não
thishirts.com.br,tray,Não,Não
aejpower.com.br,tray,Sim,Não
atmmodas.com.br,tray,Não,Não
centraldofreezer.com.br,tray,Não,Não
jessicacalcados.com.br,tray,Não,Não
odedalarmarinhos.com.br,tray,Não,Não
sakurashopmagazine.com.br,tray,Sim,Não
aromaeamor.com.br,tray,Não,Não
nicopapelaria.com.br,tray,Não,Não
mostoflor.com.br,tray,Não,Não
dacata.com.br,tray,Não,Não
sassconcept.com.br,tray,Não,Não
nandicasaeconstrucao.com.br,tray,Não,Não
droppmoda.com.br,tray,Não,Não
laviegifts.com.br,tray,Não,Não
mercadorfid.com.br,tray,Não,Não
pommerbrinquedos.com.br,tray,Sim,Não
icebrg.com.br,tray,Sim,Não
compra-zx.com.br,tray,Não,Não
donnaborboleta.com.br,tray,Sim,Não
77silva.com.br,tray,Não,Não
coloradowax.com.br,tray,Não,Não
nitoro.com.br,tray,Não,Não
bhemcasa.com.br,tray,Sim,Não
acessoriosparapatchwork.com.br,tray,Não,Não
vowdigital.com.br,,Não,Não
castorpinceis.com.br,tray,Não,Não
reimulticenter.com.br,tray,Não,Não
armazemgeek.com.br,tray,Sim,Não
neo21.com.br,tray,Não,Não
depositodascalcinhas.com.br,tray,Não,Não
friddastore.com.br,tray,Não,Não
vendas3aaluminio.com.br,tray,Não,Não
serenadecor.com.br,tray,Não,Não
pluglar.com.br,tray,Sim,Não
alforje.com.br,tray,Sim,Não
terroircatarina.com.br,tray,Não,Não
doceimaculada.com.br,tray,Sim,Não
patioecor.com.br,tray,Não,Não
polecat.com.br,tray,Não,Não
euquerodecorar.com.br,tray,Não,Não
carinova.com.br,tray,Não,Não
sentidosecores.com.br,tray,Não,Não
artemobilistore.com.br,tray,Não,Não
dentaljc.com.br,tray,Não,Não
tribaliacessorios.com.br,tray,Não,Não
nattopneus.com.br,tray,Não,Não
onlineautoparts.com.br,tray,Sim,Não
homeedeco.com.br,tray,Sim,Não
purodesejoshop.com.br,tray,Não,Não
shopdafabrica.com.br,tray,Não,Não
srbrait.com.br,tray,Sim,Não
tkmautopecas.com.br,tray,Não,Não
ludikmoda.com.br,tray,Não,Não
boxdoeletronico.com.br,tray,Não,Não
ikasjoias.com.br,tray,Não,Não
isaclock.com.br,tray,Sim,Não
szmateriais.com.br,tray,Não,Não
minadefejoias.com.br,tray,Não,Não
talestabacaria.com.br,tray,Não,Não
casaugah.com,tray,Não,Não
phtmoda.com.br,tray,Não,Não
spellcastgames.com.br,,Não,Não
pecascap.com.br,tray,Sim,Não
institutosantaesmeralda.com,tray,Não,Não
vierliqueur.com,tray,Não,Não
kehlu.com.br,tray,Não,Não
pixpel.com.br,tray,Não,Não
nativaecocosmeticos.com.br,tray,Não,Não
adonitajoias.com.br,tray,Não,Não
cariocasfc.com,tray,Não,Não
loja-vip.com,tray,Não,Não
cutelariaholder.com,tray,Não,Não
ideiasdebali.com,tray,Não,Não
usemorena.com,tray,Não,Não
l21cosmeticos.com.br,tray,Não,Não
amaonutrition.com,tray,Não,Não
ramiresdafonseca.com,tray,Não,Não
noirbh.com.br,tray,Não,Não
homeshopmoveis.com.br,tray,Sim,Não
lookarretado.com.br,tray,Não,Não
luvasmts.com.br,tray,Não,Não
maniademelissa.com,tray,Não,Não
witredux.com,tray,Não,Não
undercosmeticos.com.br,tray,Não,Não
uselapolo.com,tray,Não,Não
lesportivo.com,tray,Sim,Não
midmaga.com,tray,Sim,Não
oficinatwobrothers.com,tray,Não,Não
embalatti.com.br,tray,Não,Não
protelhado.com,tray,Não,Não
lojasrmiller.com,tray,Não,Não
adegafarret.com.br,tray,Não,Não
lidiaspresentes.com.br,tray,Não,Não
docvineria.com,tray,Não,Não
freebirds.shop,,Não,Não
mundodovaper.com,tray,Não,Não
ellamodaplus.com,tray,Não,Não
delizandra.com.br,tray,Não,Não
souldress.com.br,tray,Não,Não
hennasourcil.com,tray,Sim,Não
dpaula.net,tray,Não,Não
charutosclub.com,tray,Não,Não
lojacapelli.com,tray,Não,Não
orquideoterapia.com.br,tray,Não,Não
vaporo.com.br,tray,Não,Não
usedahorta.com.br,tray,Não,Não
farmaciasalvia.com.br,tray,Não,Não
nerdforus.com,tray,Não,Não
karinacalcados.com.br,tray,Não,Não
artacie.com,tray,Não,Não
olenka.shop,tray,Não,Não
mariposadalua.com,tray,Não,Não
adega27.com,tray,Não,Não
dudamix.com,tray,Não,Não
emporiomacae.com,tray,Não,Não
biquinissalemar.com.br,tray,Não,Não
lojalof.com.br,tray,Não,Não
tonaonda.com,tray,Não,Não
mundodassacolas.net,tray,Não,Não
